MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,LogSalePrice,BsmtFin,House_age,Remod_age,FlrSF,Bath,AbvGrd,OpenSF,bedroom/totalRoomAboveGrade
50,RL,60.0,10410,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,660,660,GasA,Ex,Y,SBrkr,1656,TA,8,Min2,0,NA,Detchd,Unf,1,180,Fa,Fa,N,0,0,WD,Normal,135000,11.813030057420567,0,93,22,1512,3,4,140,0.375
90,RL,64.0,7018,Pave,Reg,Bnk,Inside,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,0,1086,GasA,TA,Y,SBrkr,1224,TA,6,Typ,2,TA,Detchd,Unf,2,528,TA,TA,Y,120,0,WD,Alloca,153337,11.940393392554734,1086,30,30,1224,2,4,120,0.3333333333333333
120,RL,41.0,4923,Pave,Reg,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,440,1593,GasA,Ex,Y,SBrkr,1593,Ex,5,Typ,1,Gd,Attchd,Fin,2,682,TA,TA,Y,0,120,WD,Normal,286000,12.56374708980199,1153,7,6,1593,2,1,344,0.0
70,RL,70.0,10570,Pave,Reg,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,8,8,Hip,CompShg,BrkFace,BrkFace,NA,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,Unf,556,853,GasA,TA,Y,SBrkr,2727,Gd,10,Maj1,2,TA,Detchd,Unf,2,440,TA,TA,Y,0,74,WD,Normal,315000,12.66032791780777,297,75,13,2727,3,4,74,0.3
60,RL,0.0,7472,Pave,IR1,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,2Story,7,9,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,99,725,GasA,Gd,Y,SBrkr,1479,Gd,7,Typ,0,NA,Attchd,Fin,2,484,TA,TA,Y,0,32,WD,Normal,184000,12.122691036591123,626,35,3,1479,2,5,32,0.5714285714285714
20,RL,68.0,9017,Pave,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,871,1431,GasA,Ex,Y,SBrkr,1431,Gd,6,Typ,0,NA,Attchd,Fin,2,666,TA,TA,Y,0,35,WD,Normal,192000,12.165250651009918,560,10,10,1431,2,4,35,0.5
160,RM,24.0,2522,Pave,Reg,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,970,970,GasA,Ex,Y,SBrkr,1709,Gd,7,Maj1,0,NA,Detchd,Unf,2,380,TA,TA,Y,0,40,WD,Normal,130000,11.77528972943772,0,2,2,1709,2,4,40,0.42857142857142855
20,RL,60.0,7180,Pave,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,474,864,GasA,TA,Y,SBrkr,864,TA,5,Typ,0,NA,Detchd,Unf,1,352,TA,TA,Y,0,0,WD,Normal,127000,11.751942365440728,390,36,36,864,1,4,0,0.6
160,RL,24.0,2280,Pave,Reg,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,NA,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,289,855,GasA,TA,Y,SBrkr,1456,TA,7,Typ,1,TA,Attchd,Unf,2,440,TA,TA,Y,87,0,WD,Normal,148500,11.908340237224891,566,33,33,1456,3,4,87,0.42857142857142855
20,RL,79.0,9416,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,600,1726,GasA,Ex,Y,SBrkr,1726,Ex,8,Typ,1,Gd,Attchd,Fin,3,786,TA,TA,Y,171,138,New,Partial,311872,12.650348126203179,1126,0,0,1726,2,4,575,0.375
75,RL,174.0,25419,Pave,Reg,Lvl,Corner,NAmes,Artery,Norm,1Fam,2Story,8,4,Gable,CompShg,Stucco,Stucco,NA,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,LwQ,140,1360,GasA,Gd,Y,SBrkr,3112,Gd,8,Typ,1,Ex,Detchd,Unf,2,795,TA,TA,Y,0,16,WD,Abnorml,235000,12.367340793126296,1220,88,16,2720,2,5,568,0.5
75,RM,92.0,5520,Pave,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,755,755,GasA,Ex,Y,SBrkr,2229,TA,8,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,198,WD,Abnorml,104000,11.55214617812351,0,97,59,1858,1,6,228,0.625
20,RL,76.0,9591,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,625,1713,GasA,Ex,Y,SBrkr,1713,Ex,7,Typ,1,Gd,Attchd,Fin,3,856,TA,TA,Y,0,26,WD,Normal,274900,12.524162674153336,1088,5,4,1713,2,4,196,0.42857142857142855
20,RM,80.0,8546,Pave,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1121,1121,GasA,Ex,Y,SBrkr,1121,TA,5,Typ,0,NA,Attchd,RFn,2,440,TA,TA,Y,132,64,WD,Normal,140000,11.84939770159144,0,7,6,1121,2,3,196,0.4
20,RL,75.0,10125,Pave,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,276,1196,GasA,TA,Y,SBrkr,1279,TA,6,Typ,2,Fa,Detchd,Unf,2,473,TA,TA,Y,238,83,WD,Normal,171500,12.052338545588132,920,31,31,1279,2,4,321,0.5
50,RL,50.0,7000,Pave,Reg,Lvl,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,Unf,0,617,GasA,Gd,Y,SBrkr,1310,TA,6,Min1,0,NA,Attchd,Unf,1,398,TA,TA,Y,0,0,COD,Normal,112000,11.626254150277232,617,82,56,1310,2,3,126,0.3333333333333333
120,RM,0.0,4438,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,186,848,GasA,Ex,Y,SBrkr,848,Gd,3,Typ,1,Gd,Attchd,RFn,2,420,TA,TA,Y,149,0,WD,Normal,149000,11.911701584927597,662,4,4,848,1,2,149,0.3333333333333333
50,RM,50.0,3500,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,408,720,GasA,TA,Y,SBrkr,1284,TA,5,Typ,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,35,WD,Normal,110000,11.608235644774552,312,62,59,1284,2,3,35,0.4
20,RL,99.0,11851,Pave,Reg,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1424,1424,GasA,Ex,Y,SBrkr,1442,TA,5,Typ,0,NA,Attchd,RFn,2,500,TA,TA,Y,0,34,WD,Normal,180500,12.103486056755072,0,19,19,1442,2,4,542,0.6
20,RL,40.0,13673,Pave,IR1,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1140,1140,GasA,TA,Y,SBrkr,1696,TA,8,Min2,1,TA,Attchd,RFn,1,349,TA,TA,Y,0,30,WD,Normal,143900,11.876873892875459,0,45,45,1696,2,4,30,0.375
20,RL,0.0,12493,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,ALQ,Rec,375,1100,GasA,TA,Y,SBrkr,1100,TA,6,Typ,1,Po,Attchd,RFn,1,312,TA,TA,Y,355,0,WD,Normal,141000,11.856515169360305,725,48,48,1100,1,4,355,0.5
60,RL,0.0,14364,Pave,IR1,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,92,1157,GasA,Ex,Y,SBrkr,2062,TA,7,Typ,1,Gd,Attchd,Fin,2,454,TA,TA,Y,60,55,WD,Normal,277000,12.531772785169476,1065,19,18,2062,3,4,269,0.42857142857142855
20,RL,75.0,8250,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,305,1092,GasA,Ex,Y,SBrkr,1092,TA,6,Typ,0,NA,Attchd,RFn,2,504,TA,Gd,Y,0,0,WD,Normal,145000,11.884489021402711,787,44,44,1092,1,4,0,0.5
30,RL,67.0,5604,Pave,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Stucco,Stucco,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,396,864,GasA,TA,N,FuseA,864,TA,5,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,0,WD,Normal,98000,11.49272275765271,468,83,58,864,1,3,96,0.4
20,RL,83.0,10420,Pave,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1176,1212,GasA,Ex,Y,SBrkr,1212,Gd,6,Typ,0,NA,Attchd,RFn,2,460,TA,TA,Y,100,22,WD,Normal,186000,12.133501952695338,36,1,1,1212,2,4,122,0.5
60,FV,72.0,8640,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,78,900,GasA,Ex,Y,SBrkr,1852,Gd,7,Typ,1,TA,Attchd,RFn,2,644,TA,TA,Y,168,108,New,Partial,252678,12.439871229831715,822,0,0,1852,3,4,276,0.42857142857142855
20,RL,43.0,13568,Pave,IR2,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,274,990,GasA,Ex,Y,SBrkr,990,TA,5,Typ,0,NA,Attchd,Unf,2,576,TA,TA,Y,224,0,WD,Normal,156000,11.957611286231675,716,11,11,990,1,4,224,0.6
60,RL,0.0,10900,Pave,IR1,Lvl,FR2,CollgCr,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,311,689,GasA,Ex,Y,SBrkr,1392,TA,6,Typ,0,NA,Attchd,Fin,1,299,TA,TA,Y,0,36,WD,Normal,161750,11.993807212363148,378,33,33,1392,2,4,36,0.5
20,RL,72.0,10011,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,710,1070,GasA,TA,Y,SBrkr,1236,Gd,6,Min1,1,Fa,Attchd,Unf,1,447,TA,TA,Y,0,0,WD,Normal,134450,11.80894766169701,360,49,10,1236,1,3,0,0.3333333333333333
20,RL,65.0,8450,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,490,1436,GasA,Ex,Y,SBrkr,1436,Gd,8,Typ,0,NA,Attchd,Unf,2,484,TA,TA,Y,139,98,WD,Normal,210000,12.254862809699606,946,4,4,1436,2,4,237,0.375
70,RM,57.0,9906,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,4,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,686,686,GasA,Fa,N,SBrkr,1328,TA,8,Typ,0,NA,Detchd,Unf,1,210,TA,TA,Y,0,172,WD,Family,107000,11.580584113444043,0,81,56,1328,1,4,232,0.375
50,RL,0.0,15660,Pave,IR1,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,457,798,GasA,Ex,Y,SBrkr,1954,Gd,8,Typ,2,TA,Attchd,Unf,2,431,TA,TA,Y,0,119,WD,Normal,311500,12.649154617209645,341,69,2,1954,2,4,269,0.375
120,RL,43.0,3010,Pave,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1232,1248,GasA,Ex,Y,SBrkr,1248,Gd,5,Typ,0,NA,Attchd,Fin,2,438,TA,TA,Y,108,0,New,Partial,167240,12.0271851854705,16,1,0,1248,2,3,108,0.4
20,RL,73.0,8990,Pave,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1498,1498,GasA,Ex,Y,SBrkr,1498,Gd,5,Typ,0,NA,Attchd,RFn,2,675,TA,TA,Y,351,33,New,Partial,204900,12.230277334226992,0,0,0,1498,2,3,384,0.4
60,RL,0.0,8068,Pave,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1010,1010,GasA,Ex,Y,SBrkr,2267,Gd,8,Typ,1,TA,BuiltIn,RFn,2,390,TA,TA,Y,120,46,ConLI,Normal,200000,12.206072645530174,0,7,7,2267,3,5,166,0.5
60,RL,85.0,11475,Pave,Reg,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,163,713,GasA,TA,Y,SBrkr,1552,TA,6,Typ,1,TA,Attchd,RFn,2,434,TA,TA,Y,209,208,WD,Normal,179900,12.100156419938624,550,31,31,1552,3,4,417,0.5
20,RL,70.0,10500,Pave,Reg,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,160,864,GasA,Gd,Y,SBrkr,864,TA,4,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,216,0,WD,Abnorml,97000,11.48246625748552,704,38,38,864,1,3,216,0.5
20,RL,103.0,13472,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2336,2392,GasA,Ex,Y,SBrkr,2392,Ex,8,Typ,1,Ex,Attchd,Fin,3,968,TA,TA,Y,248,105,WD,Normal,386250,12.864240107194092,56,6,6,2392,2,4,353,0.375
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,630,630,GasA,TA,Y,SBrkr,1302,TA,6,Typ,0,NA,Detchd,Unf,1,280,TA,TA,Y,0,0,COD,Abnorml,112000,11.626254150277232,0,38,38,1302,3,4,0,0.5
60,RL,82.0,9950,Pave,IR1,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,638,1203,GasA,Ex,Y,SBrkr,2520,Gd,9,Typ,1,TA,Attchd,RFn,3,721,TA,TA,Y,224,114,WD,Abnorml,290000,12.577636201962656,565,12,12,2520,3,5,338,0.4444444444444444
160,RM,21.0,1869,Pave,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,162,483,GasA,TA,Y,SBrkr,987,TA,5,Typ,0,NA,Detchd,Unf,1,280,TA,TA,Y,0,0,WD,Normal,106000,11.571194373094205,321,38,38,987,2,3,0,0.4
20,RL,70.0,8521,Pave,Reg,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,70,912,GasA,TA,Y,SBrkr,912,TA,5,Typ,1,Fa,Detchd,Unf,1,336,TA,TA,Y,0,0,WD,Normal,125000,11.736069016284437,842,43,43,912,1,4,0,0.6
120,RL,43.0,3182,Pave,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1357,1373,GasA,Ex,Y,SBrkr,1555,Gd,7,Typ,1,TA,Attchd,Fin,2,430,TA,TA,Y,143,20,WD,Normal,192500,12.167851432709975,16,4,3,1555,2,3,163,0.2857142857142857
20,RL,73.0,8760,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1194,1194,GasA,TA,Y,SBrkr,1194,TA,6,Typ,0,NA,Attchd,RFn,1,312,TA,TA,Y,0,0,WD,Normal,148000,11.904967552746252,0,51,51,1194,1,4,120,0.5
60,RL,174.0,15138,Pave,IR1,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,773,1462,GasA,Ex,Y,SBrkr,2794,Ex,9,Typ,1,TA,Attchd,Fin,3,810,TA,TA,Y,0,146,WD,Normal,403000,12.90669184092882,689,14,13,2794,3,5,348,0.4444444444444444
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,483,483,GasA,TA,Y,SBrkr,987,TA,5,Typ,1,Po,Attchd,Unf,1,288,TA,TA,Y,0,0,WD,Normal,94500,11.456355113481834,0,34,34,987,2,3,0,0.4
20,RL,75.0,10650,Pave,Reg,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,0,894,GasA,TA,Y,SBrkr,894,TA,5,Typ,0,NA,Attchd,Unf,1,308,TA,TA,Y,365,0,WD,Normal,128200,11.761346823468706,894,34,34,894,1,4,365,0.6
60,RL,0.0,7851,Pave,Reg,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,235,860,GasA,Ex,Y,SBrkr,1960,Gd,8,Typ,2,TA,BuiltIn,Fin,2,440,TA,TA,Y,288,48,WD,Normal,216500,12.285345826424681,625,8,8,1960,3,5,336,0.5
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,6,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,125,483,GasA,TA,Y,SBrkr,987,TA,5,Typ,0,NA,Detchd,Unf,1,264,TA,TA,Y,0,0,WD,Normal,89500,11.401993904262946,358,37,37,987,2,3,0,0.4
20,RL,65.0,8773,Pave,Reg,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1390,1414,GasA,Ex,Y,SBrkr,1414,Gd,6,Typ,0,NA,Attchd,RFn,2,494,TA,TA,Y,132,105,WD,Normal,185500,12.130810161029627,24,6,6,1414,2,4,237,0.5
60,RL,0.0,9453,Pave,IR1,Lvl,CulDSac,SawyerW,RRNe,Norm,1Fam,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,594,996,GasA,Ex,Y,SBrkr,1744,Gd,7,Typ,0,NA,Attchd,RFn,2,457,TA,TA,Y,370,70,WD,Normal,194500,12.178187442040638,402,17,7,1744,3,4,678,0.42857142857142855
20,RL,93.0,12030,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1694,1694,GasA,Ex,Y,SBrkr,1694,Gd,7,Typ,0,NA,Attchd,Fin,3,818,TA,TA,Y,168,228,New,Partial,318000,12.669806661762314,0,0,0,1694,2,4,396,0.42857142857142855
50,RL,52.0,8741,Pave,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,641,735,GasA,TA,Y,FuseA,1487,TA,7,Typ,1,Gd,Detchd,Unf,1,220,TA,TA,Y,0,140,WD,Normal,113000,11.635143097694478,94,65,60,1487,2,4,140,0.42857142857142855
20,FV,75.0,9000,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,488,1566,GasA,Ex,Y,SBrkr,1566,Gd,7,Typ,0,NA,Attchd,RFn,2,750,TA,TA,Y,144,168,WD,Normal,262500,12.478006361013815,1078,2,2,1566,2,4,312,0.42857142857142855
30,RM,40.0,3880,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,357,686,GasA,Gd,Y,SBrkr,866,Gd,4,Typ,0,NA,NA,NA,0,0,NA,NA,Y,58,42,WD,Normal,110500,11.612770799939945,329,62,10,866,1,3,100,0.5
50,RM,63.0,5000,Pave,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,540,540,GasA,Gd,N,FuseA,1440,TA,6,Typ,0,NA,Attchd,Unf,1,352,Fa,TA,Y,0,0,WD,Normal,79000,11.27720313144916,0,106,56,1440,1,4,77,0.5
160,RL,75.0,10762,Pave,Reg,Lvl,Corner,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626,626,GasA,TA,Y,SBrkr,1217,TA,6,Typ,1,TA,Attchd,RFn,1,288,TA,TA,Y,0,28,WD,Normal,120000,11.695247021764184,0,29,29,1217,2,4,28,0.5
60,RL,0.0,8880,Pave,IR1,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,253,948,GasA,Ex,Y,SBrkr,2110,Gd,8,Typ,2,Fa,Attchd,RFn,2,463,TA,TA,Y,0,130,WD,Normal,205000,12.230765258120545,695,16,8,2110,3,4,130,0.375
20,RL,80.0,10400,Pave,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,916,1845,GasA,Gd,Y,SBrkr,1872,TA,6,Typ,1,TA,Attchd,Fin,2,604,TA,TA,Y,197,39,WD,Normal,241500,12.394624752074764,929,18,18,1872,2,4,236,0.5
190,RM,69.0,9142,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,6,8,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,Fa,Stone,Fa,TA,No,Unf,Unf,1020,1020,GasA,Gd,N,FuseP,1928,Fa,9,Typ,0,NA,Detchd,Unf,1,440,Po,Po,Y,0,60,WD,Normal,137000,11.827736204810263,0,96,56,1928,2,6,172,0.4444444444444444
20,RL,75.0,11310,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1367,1367,GasA,Ex,Y,SBrkr,1375,TA,5,Typ,1,TA,Attchd,Unf,2,451,TA,TA,Y,0,30,WD,Normal,140000,11.84939770159144,0,52,52,1375,1,3,30,0.4
60,RL,72.0,11317,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840,840,GasA,Ex,Y,SBrkr,1668,Gd,8,Typ,0,NA,Attchd,RFn,2,500,TA,TA,Y,144,68,WD,Normal,180000,12.100712129872347,0,4,4,1668,3,4,212,0.375
